id,crew_name_directing,title,release_year,return,budget,revenue
42580,james lapine,life with mikey,1993,0.000,0,0
22317,simon wincer,lightning jack,1994,0.000,0,0
1413,david cronenberg,m. butterfly,1993,1499795.000,0,1499795
12121,richard benjamin,made in america,1993,0.000,22000000,0
2246,harold becker,malice,1993,46405336.000,0,46405336
10502,mel gibson,the man without a face,1993,24760338.000,0,24760338
10440,woody allen,manhattan murder mystery,1993,0.836,13500000,11285588
9516,albert hughes,menace ii society,1993,7.971,3500000,27900000
2320,stuart baird,executive decision,1996,2.218,55000000,121969216
5879,nagisa ōshima,in the realm of the senses,1976,0.000,0,0
83718,tom noonan,what happened was...,1994,0.000,0,0
11971,kenneth branagh,much ado about nothing,1993,0.000,8000000,0
2625,mike figgis,mr. jones,1993,0.000,0,0
31911,anthony minghella,mr. wonderful,1993,0.000,0,0
788,chris columbus,mrs. doubtfire,1993,17.651,25000000,441286195
21450,mike leigh,naked,1993,0.000,0,0
11231,christopher cain,the next karate kid,1994,1.319,12000000,15826984
41588,michael tolkin,the new age,1994,0.000,0,0
10447,martin campbell,no escape,1994,0.767,20000000,15340000
31586,rob reiner,north,1994,0.000,40000000,0
9300,sally potter,orlando,1992,0.000,4000000,0
9559,clint eastwood,a perfect world,1993,4.504,30000000,135130999
9800,jonathan demme,philadelphia,1993,7.949,26000000,206678440
713,jane campion,the piano,1993,16.671,7000000,116700000
8291,john singleton,poetic justice,1993,1.965,14000000,27515786
18133,david s. ward,the program,1993,23042200.000,0,23042200
25557,stuart orme,the puppet masters,1994,8638072.000,0,8638072
22588,mel smith,radioland murders,1994,0.000,0,0
10872,ted demme,the ref,1994,1.040,11000000,11439193
1245,james ivory,the remains of the day,1993,2.021,11500000,23237911
11858,penny marshall,renaissance man,1994,0.608,40000000,24332324
7007,philip kaufman,rising sun,1993,107198790.000,0,107198790
10467,alan parker,the road to wellville,1994,0.000,0,0
5550,fred dekker,robocop 3,1993,0.486,22000000,10696210
8005,mel brooks,robin hood: men in tights,1993,1.787,20000000,35739755
2088,peter medak,romeo is bleeding,1993,0.285,11500000,3275585
10412,geoffrey wright,romper stomper,1992,0.000,0,0
47889,victor nunez,ruby in paradise,1993,1.252,800000,1001437
14534,david anspaugh,rudy,1993,1.896,12000000,22750363
56583,tim hunter,the saint of fort washington,1993,0.000,0,0
41878,cyril collard,savage nights,1992,0.000,0,0
424,steven spielberg,schindler's list,1993,14.608,22000000,321365567
35233,michael ritchie,the scout,1994,0.000,0,0
14291,steven zaillian,searching for bobby fischer,1993,7266383.000,0,7266383
103413,chris menges,second best,1994,0.000,0,0
11236,agnieszka holland,the secret garden,1993,0.000,0,0
11592,john waters,serial mom,1994,0.602,13000000,7820688
8850,russell mulcahy,the shadow,1994,1.923,25000000,48063435
10445,richard attenborough,shadowlands,1993,0.000,22000000,0
695,robert altman,short cuts,1993,6110979.000,0,6110979
43535,gillies mackinnon,a simple twist of fate,1994,0.000,0,0
12519,john duigan,sirens,1993,7770731.000,0,7770731
23210,fred schepisi,six degrees of separation,1993,0.000,0,0
858,nora ephron,sleepless in seattle,1993,10.848,21000000,227799884
867,phillip noyce,sliver,1993,2.908,40000000,116300000
78,ridley scott,blade runner,1982,1.184,28000000,33139618
13203,steve rash,son in law,1993,36448200.000,0,36448200
10442,thomas schlamme,so i married an axe murderer,1993,0.579,20000000,11585483
11074,rowdy herrington,striking distance,1993,0.000,30,0
33367,arthur joffé,harem,1985,0.000,0,0
9607,annabel jankel,super mario bros.,1993,0.436,48000000,20915465
17585,ernest r. dickerson,surviving the game,1994,1.039,7400000,7690013
9057,deran sarafian,terminal velocity,1994,0.330,50000000,16478900
20967,françois girard,thirty two short films about glenn gould,1993,0.000,0,0
10635,andrew fleming,threesome,1994,0.000,0,0
9479,henry selick,the nightmare before christmas,1993,4.202,18000000,75634409
10057,stephen herek,the three musketeers,1993,1.797,30000000,53898845
11969,george p. cosmatos,tombstone,1993,2.260,25000000,56505065
41590,heywood gould,trial by jury,1994,0.000,0,0
319,tony scott,true romance,1993,0.983,12500000,12281551
26408,d.a. pennebaker,the war room,1993,0.000,0,0
15139,joe johnston,the pagemaster,1994,0.506,27000000,13670688
161158,jerry ciccoritti,"paris, france",1994,0.000,0,0
218473,jennifer warren,"the beans of egypt, maine",1994,0.000,0,0
85247,mark malone,killer,1994,0.000,0,0
11446,todd solondz,welcome to the dollhouse,1995,0.000,0,0
51980,claude berri,germinal,1993,0.000,0,0
24405,dennis hopper,chasers,1994,1596687.000,0,1596687
11655,guillermo del toro,cronos,1993,0.000,0,0
11800,daniel algrant,naked in new york,1993,0.000,0,0
8223,pedro almodóvar,kika,1993,0.000,0,0
14587,gurinder chadha,bhaji on the beach,1994,0.000,0,0
31504,andrew scheinman,little big league,1994,0.000,0,0
41653,åke sandgren,the slingshot,1993,0.000,0,0
53185,richard loncraine,wide eyed and legless,1993,0.000,0,0
95743,eva sereny,foreign student,1994,0.000,0,0
23637,lina wertmüller,"ciao, professore!",1992,0.000,0,0
17600,david o. russell,spanking the monkey,1994,0.000,200000,0
10897,penelope spheeris,the little rascals,1994,67308282.000,0,67308282
349394,rémy duchemin,à la mode,1993,0.000,0,0
21352,george t. miller,andre,1994,0.000,0,0
68806,ricky tognazzi,the escort,1993,0.000,0,0
37345,michael austin,princess caraboo,1994,3021629.000,0,3021629
32562,rob epstein,the celluloid closet,1996,0.000,0,0
47507,mathieu kassovitz,café au lait,1993,0.000,0,0
25403,nanni moretti,dear diary,1993,0.000,0,0
124304,maría luisa bemberg,i don't want to talk about it,1993,0.000,0,0
9066,betty thomas,the brady bunch movie,1995,0.000,0,0
771,chris columbus,home alone,1990,26.482,18000000,476684675
251,jerry zucker,ghost,1990,22.955,22000000,505000000
812,ron clements,aladdin,1992,18.002,28000000,504050219
280,james cameron,terminator 2: judgment day,1991,5.200,100000000,520000000
581,kevin costner,dances with wolves,1990,19.282,22000000,424208848
80350,steve cohen,tough and deadly,1995,0.000,0,0
268,tim burton,batman,1989,11.753,35000000,411348924
274,jonathan demme,the silence of the lambs,1991,14.355,19000000,272742922
408,david hand,snow white and the seven dwarfs,1937,124.243,1488423,184925486
10020,gary trousdale,beauty and the beast,1991,15.094,25000000,377350553
10895,hamilton luske,pinocchio,1940,32.423,2600000,84300000
114,garry marshall,pretty woman,1990,33.071,14000000,463000000
41043,yuri mamin,window to paris,1993,0.000,0,0
576,sam peckinpah,the wild bunch,1969,0.102,6244087,638641
15477,c.m. talkington,love and a .45,1994,0.000,0,0
59146,huang jianxin,the wooden man's bride,1994,0.000,0,0
124472,jean bach,a great day in harlem,1994,0.000,0,0
30528,sam weisman,bye bye love,1995,0.000,0,0
7300,michael hoffman,one fine day,1996,97529550.000,0,97529550
10824,bill condon,candyman: farewell to the flesh,1995,13940383.000,0,13940383
261246,stephen poliakoff,century,1993,0.000,0,0
275,joel coen,fargo,1996,8.659,7000000,60611975
25059,david r. ellis,homeward bound ii: lost in san francisco,1996,32709423.000,0,32709423
11827,gerald potterton,heavy metal,1981,0.000,9300000,0
8766,kevin yagher,hellraiser: bloodline,1996,4.169,4000000,16675000
23570,matt reeves,the pallbearer,1996,0.000,8000000,0
47333,franco zeffirelli,jane eyre,1996,0.000,0,0
54850,anna campion,loaded,1996,0.000,500000,0
51242,franco brusati,bread and chocolate,1974,0.000,0,0
10112,wolfgang reitherman,the aristocats,1970,13.919,4000000,55675257
4307,pedro almodóvar,the flower of my secret,1995,0.000,0,0
46029,fernando trueba,two much,1996,0.000,0,0
32308,bill couturié,ed,1996,0.000,0,0
88893,werner herzog,scream of stone,1991,0.000,0,0
52873,andré téchiné,my favorite season,1993,0.000,0,0
340210,mika kaurismäki,condition red,1995,0.000,0,0
44281,férid boughedir,halfaouine: boy of the terraces,1990,0.000,0,0
28121,martin lawrence,a thin line between love and hate,1996,0.000,0,0
12520,stacy title,the last supper,1995,442965.000,0,442965
1592,gregory hoblit,primal fear,1996,3.421,30000000,102616183
166901,clément virgo,rude,1995,0.000,0,0
36447,bruno barreto,carried away,1996,0.000,0,0
19042,paul sabella,all dogs go to heaven 2,1996,8620678.000,0,8620678
38884,ken loach,land and freedom,1995,0.000,0,0
47449,hal salwen,denise calls up,1995,0.000,0,0
36259,jonathan r. betuel,theodore rex,1995,0.000,33500000,0
41852,richard pearce,a family thing,1996,0.000,0,0
40926,todd verow,frisk,1996,0.000,0,0
9099,jonathan lynn,sgt. bilko,1996,0.000,0,0
2021,tim sullivan,jack & sarah,1995,218626.000,0,218626
61752,spike lee,girl 6,1996,0.412,12000000,4939939
10988,jeremiah s. chechik,diabolique,1996,0.000,0,0
11479,hervé palud,"little indian, big city",1994,0.000,0,0
398959,martin enlen,roula,1995,0.000,0,0
287305,carlo rola,peanuts – die bank zahlt alles,1996,0.000,0,0
12652,claude sautet,nelly and monsieur arnaud,1996,0.000,0,0
10684,edward zwick,courage under fire,1996,2.193,46000000,100860818
954,brian de palma,mission: impossible,1996,5.721,80000000,457696359
68445,friðrik þór friðriksson,cold fever,1995,0.000,0,0
18989,pen densham,moll flanders,1996,0.000,0,0
10801,sönke wortmann,the superwife,1996,0.000,0,0
54285,park chul-soo,"301, 302",1995,0.000,0,0
8840,rob cohen,dragonheart,1996,2.022,57000000,115267375
278978,joseph vilsmaier,und keiner weint mir nach,1996,0.000,0,0
124625,michael verhoeven,my mother's courage,1995,0.000,0,0
11107,steve rash,eddie,1996,0.000,0,0
16417,gray hofmeyr,yankee zulu,1993,0.000,0,0
70934,richard wherrett,billy's holiday,1995,0.000,0,0
10363,rené clément,purple noon,1960,0.000,0,0
161070,anthony hopkins,august,1996,0.000,0,0
10539,henry selick,james and the giant peach,1996,0.761,38000000,28921264
10543,james foley,fear,1996,0.000,0,0
18414,kelly makin,kids in the hall: brain candy,1996,0.000,0,0
47502,paul mazursky,faithful,1996,0.753,13000000,9789900
11902,emir kusturica,underground,1995,0.000,14000000,0
27098,bo widerberg,all things fair,1995,0.000,0,0
25087,alan mehrez,bloodsport ii,1996,684351.000,0,684351
5801,satyajit ray,pather panchali,1955,536364.000,0,536364
896,satyajit ray,the world of apu,1959,16000.000,0,16000
3065,jim mallon,mystery science theater 3000: the movie,1996,0.000,0,0
2300,joe pytka,space jam,1996,3.128,80000000,250200000
8069,roger vadim,barbarella,1968,0.278,9000000,2500000
288173,catherine cyran,hostile intentions,1995,0.000,0,0
187851,brett piper,they bite,1996,0.000,0,0
27768,george hickenlooper,some folks call it a sling blade,1994,0.000,0,0
221917,peter yates,the run of the country,1995,0.000,0,0
8072,jean-luc godard,alphaville,1965,0.000,220000,0
35797,bertrand tavernier,coup de torchon,1981,0.000,0,0
88030,mika kaurismäki,tigrero: a film that was never made,1994,0.000,0,0
185191,claude chabrol,the eye of vichy,1993,0.000,0,0
83857,gordon willis,windows,1980,0.000,0,0
33245,randal kleiser,it's my party,1996,0.000,0,0
124460,michael blakemore,country life,1994,0.000,0,0
27281,simon wincer,operation dumbo drop,1995,0.000,0,0
105045,margarethe von trotta,the promise,1995,0.000,0,0
40001,richard benjamin,mrs. winterbourne,1996,0.403,25000000,10070000
29621,norberto barba,solo,1996,0.000,0,0
117730,eli cohen,under the domim tree,1994,0.000,0,0
20762,robert mandel,the substitute,1996,0.000,0,0
37144,pat verducci,true crime,1996,0.000,0,0
48260,michael winterbottom,butterfly kiss,1995,0.000,0,0
12656,steven baigelman,feeling minnesota,1996,0.000,0,0
38867,zalman king,delta of venus,1995,62949.000,0,62949
277270,barry caillier,to cross the rubicon,1991,0.000,0,0
25969,patrick read johnson,angus,1995,0.000,0,0
44103,stijn coninx,priest daens,1992,0.000,0,0
753,john cassavetes,faces,1968,0.000,275000,0
43634,stacy cochran,boys,1996,0.000,0,0
9103,jean-claude van damme,the quest,1996,1.913,30000000,57400547
90214,mark joffe,cosi,1996,0.000,0,0
29649,steve gomer,sunset park,1996,0.000,0,0
10990,lee tamahori,mulholland falls,1996,0.000,0,0
8866,michael lehmann,the truth about cats & dogs,1996,0.000,0,0
12233,george scribner,oliver & company,1988,2.392,31000000,74151346
23449,tom decerchio,celtic pride,1996,0.000,0,0
36355,alan shapiro,flipper,1996,0.787,25530000,20080020
37667,angela pope,captives,1994,0.000,0,0
90148,betty kaplan,of love and shadows,1994,0.000,0,0
922,jim jarmusch,dead man,1995,0.000,9000000,0
11876,jean-paul rappeneau,the horseman on the roof,1995,0.429,35000000,15000000
52633,jack hill ,switchblade sisters,1975,0.000,0,0
62364,manuel gómez pereira,mouth to mouth,1995,0.000,0,0
11687,jean-marie poiré,the visitors,1993,0.000,0,0
9304,harold ramis,multiplicity,1996,0.000,45000000,0
73183,brett thompson,"the haunted world of edward d. wood, jr.",1996,0.000,0,0
131232,francesco sframeli,two friends,2002,0.000,0,0
9100,andrew fleming,the craft,1996,1.651,15000000,24769466
20759,reginald hudlin,the great white hype,1996,0.000,0,0
46063,bruce beresford,last dance,1996,5.000,0,5
32513,john schlesinger,cold comfort farm,1995,0.000,0,0
40651,stephen quay,"institute benjamenta, or this dream people call human life",1995,0.000,0,0
36915,phil joanou,heaven's prisoners,1996,0.000,25000000,0
40507,larry cohen,original gangstas,1996,0.628,4800000,3014000
9802,michael bay,the rock,1996,4.468,75000000,335062621
25697,harvey miller,getting away with murder,1996,0.000,0,0
21588,michele soavi,cemetery man,1994,0.000,4000000,0
664,jan de bont,twister,1996,5.375,92000000,494471524
11867,david hogan,barb wire,1996,3793614.000,0,3793614
47119,maurice pialat,le garçu,1995,0.000,0,0
314352,gabriel barylli,honeymoon,1996,0.000,0,0
9323,mamoru oshii,ghost in the shell,1995,2287714.000,0,2287714
10280,tom holland,thinner,1996,0.000,0,0
10535,rick friedberg,spy hard,1996,0.000,18000000,0
124613,udayan prasad,brothers in trouble,1995,0.000,0,0
532,nick park,a close shave,1995,0.000,0,0
26744,abraham polonsky,force of evil,1948,0.000,0,0
16299,john landis,the stupids,1996,0.000,0,0
10547,david twohy,the arrival,1996,0.562,25000000,14048372
245268,robert z. leonard,the man from down under,1943,0.000,0,0
935,stanley kubrick,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,5.245,1800000,9440272
55613,guy maddin,careful,1992,0.000,0,0
41007,john irvin,a month by the lake,1995,0.000,0,0
35645,kevin james dobson,gold diggers: the secret of bear mountain,1995,0.000,0,0
110465,victor saville,kim,1950,0.000,0,0
255546,helena solberg,carmen miranda: bananas is my business,1995,0.000,0,0
40751,wong kar-wai,ashes of time,1994,0.000,0,0
275096,ebrahim forouzesh,the jar,1994,0.000,0,0
85778,freida lee mock,maya lin: a strong clear vision,1995,0.000,0,0
11101,joseph vilsmaier,stalingrad,1993,0.000,0,0
9826,simon wincer,the phantom,1996,0.384,45000000,17300889
9879,andrew bergman,striptease,1996,2.266,50000000,113309743
63564,david keating,the last of the high kings,1996,0.000,0,0
22621,james mangold,heavy,1995,0.000,0,0
7095,francis ford coppola,jack,1996,1.303,45000000,58620973
26890,mary harron,i shot andy warhol,1996,1814290.000,0,1814290
46732,charles matthau,the grass harp,1995,0.000,0,0
124633,goran paskaljević,someone else's america,1995,0.000,0,0
202425,mwezé ngangura,life is rosy,1987,0.000,0,0
196940,jean-pierre bekolo,quartier mozart,1992,0.000,0,0
77771,djibril diop mambéty,touki bouki,1973,0.000,0,0
181083,gaston kaboré,god's gift,1982,0.000,0,0
41225,federico fellini,spirits of the dead,1968,0.000,0,0
188589,henry jaglom,babyfever,1994,0.000,0,0
87190,robby henson,pharaoh's  army,1995,0.000,50,0
627,danny boyle,trainspotting,1996,4.123,4000000,16491080
32872,scott winant,til there was you,1997,0.000,1000000,0
602,roland emmerich,independence day,1996,10.893,75000000,816969268
14553,bernardo bertolucci,stealing beauty,1996,0.000,0,0
9566,tony scott,the fan,1996,0.339,55000000,18626419
10545,gary trousdale,the hunchback of notre dame,1996,1.001,100000000,100138851
9894,ben stiller,the cable guy,1996,2.188,47000000,102825796
11543,bobby farrelly,kingpin,1996,0.927,27000000,25023434
9268,chuck russell,eraser,1996,2.423,100000000,242295562
52059,carma hinton,the gate of heavenly peace,1995,0.000,0,0
9327,tom shadyac,the nutty professor,1996,2.385,54000000,128769345
123763,maría luisa bemberg,"i, the worst of all",1990,0.000,0,0
81949,lucian pintilie,an unforgettable summer,1994,65352.000,0,65352
42005,gazdag gyula,a hungarian fairy tale,1987,0.000,0,0
124306,gérard mordillat,my life and times with antonin artaud,1993,0.000,0,0
183955,mel chionglo,midnight dancers,1994,0.000,0,0
44535,alexandre rockwell,somebody to love,1994,0.000,0,0
44495,christopher larkin,a very natural thing,1974,0.000,0,0
78285,laurent heynemann  ,the old lady who walked in the sea,1991,0.000,0,0
11228,rob cohen,daylight,1996,1.990,80000000,159212469
10779,peter jackson,the frighteners,1996,0.979,30000000,29359216
26748,john sayles,lone star,1996,2.654,5000000,13269963
38223,bronwen hughes,harriet the spy,1996,0.000,12000000,0
